id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	name	lower_ci	upper_ci	metabolite	raw.label	class	subclass	label	label.no.units	derived_features
Hubel BF EU sex combined 76 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	BF_Hubel_76	Weighted median	74	-0.0105237605741543	0.0155986705039427	0.499893370579674	Fatty acid	Ratio of bisallylic groups to total fatty acids	-0.041097154761882	0.0200496336135734	NA	Ratio of bisallylic groups to total fatty acids	Fatty acids	Fatty acids	Ratio of bisallylic groups to total fatty acids	Ratio of bisallylic groups to total fatty acids	
Hubel BF EU sex combined 76 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	-0.0223779707427	0.00928408481104489	0.0159368613683597	Fatty acid	Ratio of bisallylic groups to total fatty acids	-0.040574776972348	-0.00418116451305202	NA	Ratio of bisallylic groups to total fatty acids	Fatty acids	Fatty acids	Ratio of bisallylic groups to total fatty acids	Ratio of bisallylic groups to total fatty acids	
Hubel BF EU sex combined 76 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	BF_Hubel_76	Weighted mode	74	-0.00487844481491223	0.0266485767541923	0.85525382850556	Fatty acid	Ratio of bisallylic groups to total fatty acids	-0.0571096552531291	0.0473527656233047	NA	Ratio of bisallylic groups to total fatty acids	Fatty acids	Fatty acids	Ratio of bisallylic groups to total fatty acids	Ratio of bisallylic groups to total fatty acids	
Hubel BF EU sex combined 76 SNPs	846	3-hydroxybutyrate || id:846	BF_Hubel_76	MR Egger	74	-0.0529384598986936	0.0313265751991572	0.0953748109658868	Lipid	3-hydroxybutyrate	-0.114338547289042	0.00846162749165452	bohbut	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no
Hubel BF EU sex combined 76 SNPs	846	3-hydroxybutyrate || id:846	BF_Hubel_76	Weighted median	74	-0.00148721798640432	0.0130540224462468	0.909294910749372	Lipid	3-hydroxybutyrate	-0.0270731019810481	0.0240986660082394	bohbut	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no
Hubel BF EU sex combined 76 SNPs	846	3-hydroxybutyrate || id:846	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	-0.00466982976847801	0.00837085122269165	0.57693454562161	Lipid	3-hydroxybutyrate	-0.0210766981649536	0.0117370386279976	bohbut	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no
Hubel BF EU sex combined 76 SNPs	846	3-hydroxybutyrate || id:846	BF_Hubel_76	Weighted mode	74	-0.00169237063850758	0.0237634225678202	0.943419435343876	Lipid	3-hydroxybutyrate	-0.0482686788714352	0.04488393759442	bohbut	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no
Hubel BF EU sex combined 76 SNPs	847	Average number of methylene groups per double bond || id:847	BF_Hubel_76	MR Egger	74	0.0251011613872498	0.0399813191268793	0.532106657225022	Metabolites ratio	Average number of methylene groups per double bond	-0.0532622241014336	0.103464546875933	NA	Average number of methylene groups per double bond	Metabolites ratio	Metabolites ratio	Average number of methylene groups per double bond	Average number of methylene groups per double bond	
Hubel BF EU sex combined 76 SNPs	847	Average number of methylene groups per double bond || id:847	BF_Hubel_76	Weighted median	74	0.00586017405808746	0.015599630111798	0.707168867941649	Metabolites ratio	Average number of methylene groups per double bond	-0.0247151009610366	0.0364354490772115	NA	Average number of methylene groups per double bond	Metabolites ratio	Metabolites ratio	Average number of methylene groups per double bond	Average number of methylene groups per double bond	
Hubel BF EU sex combined 76 SNPs	847	Average number of methylene groups per double bond || id:847	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	0.0199516012901328	0.0101485232897835	0.049303112447674	Metabolites ratio	Average number of methylene groups per double bond	6.04956421571372e-05	0.0398427069381085	NA	Average number of methylene groups per double bond	Metabolites ratio	Metabolites ratio	Average number of methylene groups per double bond	Average number of methylene groups per double bond	
Hubel BF EU sex combined 76 SNPs	847	Average number of methylene groups per double bond || id:847	BF_Hubel_76	Weighted mode	74	-0.000360355580408644	0.026299903329829	0.989105278752414	Metabolites ratio	Average number of methylene groups per double bond	-0.0519081661068735	0.0511874549460562	NA	Average number of methylene groups per double bond	Metabolites ratio	Metabolites ratio	Average number of methylene groups per double bond	Average number of methylene groups per double bond	
Hubel BF EU sex combined 76 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	BF_Hubel_76	MR Egger	74	0.0279846226248046	0.0353221453491978	0.430806834589225	Fatty acid	Average number of methylene groups in a fatty acid chain	-0.0412467822596231	0.0972160275092323	NA	Average number of methylene groups in a fatty acid chain	Fatty acids	Fatty acids	Average number of methylene groups in a fatty acid chain	Average number of methylene groups in a fatty acid chain	
Hubel BF EU sex combined 76 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	BF_Hubel_76	Weighted median	74	0.0209697218110178	0.0138834193918558	0.130937620255338	Fatty acid	Average number of methylene groups in a fatty acid chain	-0.00624178019701957	0.0481812238190552	NA	Average number of methylene groups in a fatty acid chain	Fatty acids	Fatty acids	Average number of methylene groups in a fatty acid chain	Average number of methylene groups in a fatty acid chain	
Hubel BF EU sex combined 76 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	0.014797961849925	0.00898294731266827	0.0994883308751761	Fatty acid	Average number of methylene groups in a fatty acid chain	-0.00280861488290481	0.0324045385827548	NA	Average number of methylene groups in a fatty acid chain	Fatty acids	Fatty acids	Average number of methylene groups in a fatty acid chain	Average number of methylene groups in a fatty acid chain	
Hubel BF EU sex combined 76 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	BF_Hubel_76	Weighted mode	74	0.0163198809997117	0.0254375172914119	0.523163517296873	Fatty acid	Average number of methylene groups in a fatty acid chain	-0.0335376528914556	0.066177414890879	NA	Average number of methylene groups in a fatty acid chain	Fatty acids	Fatty acids	Average number of methylene groups in a fatty acid chain	Average number of methylene groups in a fatty acid chain	
Hubel BF EU sex combined 76 SNPs	849	Citrate || id:849	BF_Hubel_76	MR Egger	74	0.0173524410171552	0.0338822031009233	0.610120252717082	Energy	Citrate	-0.0490566770606545	0.0837615590949649	cit	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no
Hubel BF EU sex combined 76 SNPs	849	Citrate || id:849	BF_Hubel_76	Weighted median	74	-0.00833612387829234	0.0125790151895077	0.507522174461277	Energy	Citrate	-0.0329909936497274	0.0163187458931427	cit	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no
Hubel BF EU sex combined 76 SNPs	849	Citrate || id:849	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	-0.00805538364846659	0.00889690320727067	0.365245927358777	Energy	Citrate	-0.0254933139347171	0.00938254663778392	cit	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no
Hubel BF EU sex combined 76 SNPs	849	Citrate || id:849	BF_Hubel_76	Weighted mode	74	0.00865701575539018	0.0230208095711861	0.707969096333461	Energy	Citrate	-0.0364637710041346	0.0537778025149149	cit	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no
Hubel BF EU sex combined 76 SNPs	850	Creatinine || id:850	BF_Hubel_76	MR Egger	74	0.00987382464214772	0.0317629579739847	0.756805439241712	Amino acid	Creatinine	-0.0523815729868623	0.0721292222711577	crea	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no
Hubel BF EU sex combined 76 SNPs	850	Creatinine || id:850	BF_Hubel_76	Weighted median	74	-0.00284939647574788	0.013123876913898	0.828118371771531	Amino acid	Creatinine	-0.028572195226988	0.0228734022754922	crea	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no
Hubel BF EU sex combined 76 SNPs	850	Creatinine || id:850	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	-0.00268385259883609	0.00830938071889319	0.746702294006971	Amino acid	Creatinine	-0.0189702388078667	0.0136025336101946	crea	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no
Hubel BF EU sex combined 76 SNPs	850	Creatinine || id:850	BF_Hubel_76	Weighted mode	74	-0.00591954949925885	0.0240348744446538	0.806148962993159	Amino acid	Creatinine	-0.0530279034107803	0.0411888044122626	crea	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no
Hubel BF EU sex combined 76 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	BF_Hubel_76	MR Egger	74	-0.0133311563639834	0.0373644745125465	0.722294848443908	Fatty acid	Average number of double bonds in a fatty acid chain	-0.0865655264085745	0.0599032136806077	NA	Average number of double bonds in a fatty acid chain	Fatty acids	Fatty acids	Average number of double bonds in a fatty acid chain	Average number of double bonds in a fatty acid chain	
Hubel BF EU sex combined 76 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	BF_Hubel_76	Weighted median	74	-0.00679863312569667	0.0152414194967977	0.655551747188848	Fatty acid	Average number of double bonds in a fatty acid chain	-0.0366718153394202	0.0230745490880268	NA	Average number of double bonds in a fatty acid chain	Fatty acids	Fatty acids	Average number of double bonds in a fatty acid chain	Average number of double bonds in a fatty acid chain	
Hubel BF EU sex combined 76 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	-0.0133292444136275	0.00934498063990074	0.153766373004678	Fatty acid	Average number of double bonds in a fatty acid chain	-0.031645406467833	0.00498691764057795	NA	Average number of double bonds in a fatty acid chain	Fatty acids	Fatty acids	Average number of double bonds in a fatty acid chain	Average number of double bonds in a fatty acid chain	
Hubel BF EU sex combined 76 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	BF_Hubel_76	Weighted mode	74	-0.000240941755057622	0.025053950772959	0.992353162488979	Fatty acid	Average number of double bonds in a fatty acid chain	-0.0493466852700573	0.048864801759942	NA	Average number of double bonds in a fatty acid chain	Fatty acids	Fatty acids	Average number of double bonds in a fatty acid chain	Average number of double bonds in a fatty acid chain	
Hubel BF EU sex combined 76 SNPs	852	22:6, docosahexaenoic acid || id:852	BF_Hubel_76	MR Egger	74	-0.01943776795144	0.0478200821593017	0.685597785264175	Fatty acid	22:6, docosahexaenoic acid	-0.113165128983671	0.0742895930807913	dha	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no
Hubel BF EU sex combined 76 SNPs	852	22:6, docosahexaenoic acid || id:852	BF_Hubel_76	Weighted median	74	0.00472953580103816	0.0163935352503409	0.772963989364979	Fatty acid	22:6, docosahexaenoic acid	-0.02740179328963	0.0368608648917063	dha	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no
Hubel BF EU sex combined 76 SNPs	852	22:6, docosahexaenoic acid || id:852	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	-0.00512829058756381	0.012536972459352	0.682500509696405	Fatty acid	22:6, docosahexaenoic acid	-0.0297007566078937	0.0194441754327661	dha	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no
Hubel BF EU sex combined 76 SNPs	852	22:6, docosahexaenoic acid || id:852	BF_Hubel_76	Weighted mode	74	0.0597767406385913	0.0423725495859519	0.162568007757672	Fatty acid	22:6, docosahexaenoic acid	-0.0232734565498744	0.142826937827057	dha	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no
Hubel BF EU sex combined 76 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	BF_Hubel_76	MR Egger	74	-0.0859048300392884	0.0451110081360342	0.06086695558063	Lipid	Free cholesterol to esterified cholesterol ratio	-0.174322405985915	0.00251274590733863	estc	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	Esterified C	no
Hubel BF EU sex combined 76 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	BF_Hubel_76	Weighted median	74	0.00374769995156051	0.0157770570294362	0.812237015138915	Lipid	Free cholesterol to esterified cholesterol ratio	-0.0271753318261344	0.0346707317292555	estc	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	Esterified C	no
Hubel BF EU sex combined 76 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	6.25411891800315e-05	0.0121363390650166	0.99588834588938	Lipid	Free cholesterol to esterified cholesterol ratio	-0.0237246833782525	0.0238497657566126	estc	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	Esterified C	no
Hubel BF EU sex combined 76 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	BF_Hubel_76	Weighted mode	74	0.00833773882065714	0.031365010278209	0.791120002557357	Lipid	Free cholesterol to esterified cholesterol ratio	-0.0531376813246325	0.0698131589659468	estc	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	Esterified C	no
Hubel BF EU sex combined 76 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	BF_Hubel_76	MR Egger	74	0.0281414502548389	0.0400267418395176	0.484281676772423	Fatty acid	Description of average fatty acid chain length, not actual carbon number	-0.0503109637506156	0.106593864260293	falen	Estimated description of fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no
Hubel BF EU sex combined 76 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	BF_Hubel_76	Weighted median	74	0.00490718090204387	0.0152185945519337	0.747114543744274	Fatty acid	Description of average fatty acid chain length, not actual carbon number	-0.0249212644197462	0.0347356262238339	falen	Estimated description of fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no
Hubel BF EU sex combined 76 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	-0.00184932204584521	0.00932080754082459	0.842725920606593	Fatty acid	Description of average fatty acid chain length, not actual carbon number	-0.0201181048258614	0.016419460734171	falen	Estimated description of fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no
Hubel BF EU sex combined 76 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	BF_Hubel_76	Weighted mode	74	0.00610120132068448	0.0285681989645452	0.831480721964963	Fatty acid	Description of average fatty acid chain length, not actual carbon number	-0.0498924686498241	0.0620948712911931	falen	Estimated description of fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no
Hubel BF EU sex combined 76 SNPs	855	Omega-3 fatty acids || id:855	BF_Hubel_76	MR Egger	74	-0.0168374902283076	0.0476626717557093	0.724923008946238	Fatty acid	Omega-3 fatty acids	-0.110256326869498	0.0765813464128826	faw3	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no
Hubel BF EU sex combined 76 SNPs	855	Omega-3 fatty acids || id:855	BF_Hubel_76	Weighted median	74	0.012167534632302	0.0159658843661983	0.446002784022563	Fatty acid	Omega-3 fatty acids	-0.0191255987254467	0.0434606679900507	faw3	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no
Hubel BF EU sex combined 76 SNPs	855	Omega-3 fatty acids || id:855	BF_Hubel_76	Inverse variance weighted (multiplicative random effects)	74	-0.00128081399953041	0.0125232192015978	0.918538287069252	Fatty acid	Omega-3 fatty acids	-0.0258263236346621	0.0232646956356013	faw3	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no
Hubel BF EU sex combined 76 SNPs	855	Omega-3 fatty acids || id:855	BF_Hubel_76	Weighted mode	74	0.0557260988091517	0.0410590161964751	0.178892985782754	Fatty acid	Omega-3 fatty acids	-0.0247495729359395	0.136201770554243	faw3	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no
Hubel BF EU sex combined 76 SNPs	856	Omega-6 fatty acids || id:856	BF_Hubel_76	MR Egger	74	-0.0572064451440279	0.044310177887238	0.200817893146282	Fatty acid	Omega-6 fatty acids	-0.144054393803014	0.0296415035149586	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	n-6 fatty acids	no
