exposure	metabolite	fe_effect	fe_lower	fe_upper	fe_p	b	lower_ci	upper_ci	pval	q	q_df	q_p	tau2	tau2_se	tau	h	i1	raw.label	class	subclass	label	label.no.units	derived_features
BMI_Yengo_941	his	-0.0101117529315533	-0.0296294732621071	0.00940596739900053	0.309905956609809	-0.0101117529315533	-0.0296294732621071	0.00940596739900053	0.309905956609809	0.38383239096028	1	0.535559308466804	0	0.000280483289945847	0	1	0	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no
BMI_Yengo_941	idlc	-0.00175989466153608	-0.0220009284382106	0.0184811391151384	0.864685548685009	0.00948459386310103	-0.0511662265298161	0.0701354142560181	0.759224156445282	7.55220810944583	1	0.00599365852141879	0.00166318759438185	0.0027084584086308	0.0407821970274022	2.74812811008618	0.86758839461147	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no
BMI_Yengo_941	idlfc	-0.026353031906405	-0.0482481747164977	-0.00445788909631234	0.0183234629936208	-0.0144579119232381	-0.111542077317892	0.0826262534714158	0.770377899446786	18.4851542274256	1	1.71232926755649e-05	0.00464138460958273	0.0069397785841422	0.0681277080899008	4.29943650115055	0.945902534125664	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no
BMI_Yengo_941	idll	0.0323827033515075	0.00964649544556759	0.0551189112574475	0.00524585971939619	0.0354963084683738	-0.00293199411352758	0.0739246110502751	0.0702302017629161	2.78144740372599	1	0.0953619512260376	0.000488645013594044	0.0010873045733918	0.0221053164101771	1.66776719110492	0.640474956074879	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no
BMI_Yengo_941	idlp	0.000515414469000646	-0.0198349296330753	0.0208657585710766	0.960409164195157	0.0173352681944466	-0.073121588445489	0.107792124834382	0.707206843836514	16.751216401746	1	4.26149357634322e-05	0.00400854022571728	0.00602464963509296	0.0633130336164465	4.09282499036375	0.94030284272993	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no
BMI_Yengo_941	idlpl	-0.00292459514425864	-0.023087404613237	0.0172382143247197	0.776187539068778	0.0100375304370885	-0.0664610421838252	0.0865361030580023	0.797046934098066	12.4005091927094	1	0.000429216792307855	0.00280566525379871	0.00430879145704231	0.0529685307876168	3.52143567209589	0.919358150180807	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no
BMI_Yengo_941	idltg	0.0658311869408891	0.0444331048428675	0.0872292690389106	1.64134229349514e-09	0.0695007062500264	0.0318830541420731	0.10711835835798	0.000293304827164167	2.72659415630736	1	0.0986895401530699	0.000483126631797132	0.00104191474206617	0.0219801417601692	1.65124018734627	0.633242080532328	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no
BMI_Yengo_941	ile	0.0630631713821398	0.0438886108124303	0.0822377319518492	1.1474878226108e-10	0.0704960853478163	0.0178239749586238	0.123168195737009	0.00871066245745723	6.74605557095708	1	0.00939551712941362	0.00123378697663463	0.00204272662815715	0.0351253039365445	2.59731699469993	0.851765229402324	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no
BMI_Yengo_941	la	-0.00115453982179858	-0.0227739291859156	0.0204648495423184	0.91663931995684	-0.00115453982179858	-0.0227739291859156	0.0204648495423184	0.91663931995684	0.174372061507841	1	0.676255093170818	0	0.00034414039899809	0	1	0	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no
BMI_Yengo_941	lac	0.0228242054621376	0.00132684246269282	0.0443215684615825	0.0374398321267401	0.0228242054621376	0.00132684246269282	0.0443215684615825	0.0374398321267401	0.0446653772417866	1	0.832620529356119	0	0.000340266497923399	0	1	0	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no
BMI_Yengo_941	ldlc	0.0258144942676722	0.00252484996468431	0.04910413857066	0.0298220888988485	0.0271890292461885	-0.00323062276190325	0.0576086812542803	0.0798061023724939	1.74606042956484	1	0.186372758717356	0.000193905999060848	0.000681329658834618	0.0139250134312627	1.32138579891145	0.427282135791128	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no
BMI_Yengo_941	ldld	0.000614688354602259	-0.0201352485600743	0.0213646252692788	0.953699849450996	0.000614688354602259	-0.0201352485600743	0.0213646252692788	0.953699849450996	0.201406695588262	1	0.653587789771776	0	0.000317016869323561	0	1	0	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no
BMI_Yengo_941	leu	0.0602649512595114	0.0411784557516868	0.079351446767336	6.07322117302048e-10	0.0602649512595114	0.0411784557516868	0.079351446767336	6.07322117302048e-10	0.564250919695975	1	0.452552535031539	0	0.000268226202093452	0	1	0	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no
BMI_Yengo_941	lhdlc	-0.0815221668936543	-0.103331771088669	-0.0597125626986397	2.36852251672513e-13	-0.0892354584665599	-0.14337779972832	-0.0350931172047998	0.00123642175588531	5.58070570692981	1	0.0181594037673297	0.00125246198602769	0.00215835498785363	0.0353901396723394	2.36235173226381	0.820811192613462	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no
BMI_Yengo_941	lhdlce	-0.0810894432154102	-0.103041924150288	-0.0591369622805322	4.4922362896849e-13	-0.0892582678205423	-0.144549004147991	-0.0339675314930931	0.00155586814644023	5.46781801173285	1	0.0193697942803764	0.00131096185738702	0.00225088630459492	0.0362072072574926	2.33833659076978	0.817111689186765	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
BMI_Yengo_941	lhdlfc	-0.108623190488206	-0.131201068535103	-0.0860453124413091	4.1214584318457e-21	-0.108623190488206	-0.131201068535103	-0.0860453124413091	4.1214584318457e-21	0.308088797028641	1	0.578855350598694	0	0.00037533153697505	0	1	0	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no
BMI_Yengo_941	lhdll	-0.104996183694159	-0.128543634117933	-0.0814487332703856	2.34514709981511e-18	-0.104996183694159	-0.128543634117933	-0.0814487332703856	2.34514709981511e-18	0.553405187242281	1	0.456929664895529	0	0.000408259776885811	0	1	0	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no
BMI_Yengo_941	lhdlp	0.0192757549670722	-0.0025447090729014	0.0410962190070458	0.083381801966032	-0.0165489132017063	-0.207612435246166	0.174514608842754	0.865197525788012	66.0092055049284	1	4.4882184694272e-16	0.0187185652685968	0.0268784592377741	0.136815807816921	8.12460494454521	0.984850597846912	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no
BMI_Yengo_941	lhdlpl	0.0195361699772435	-0.00229640196742213	0.0413687419219091	0.0794630175798921	-0.016365501062684	-0.207078669772382	0.174347667647014	0.866434860299379	65.6074034893244	1	5.50316432751805e-16	0.018648235045553	0.0267799755106349	0.136558540727239	8.09983971997745	0.98475781776423	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no
BMI_Yengo_941	lldlc	0.0223868497730365	-0.000419131612451811	0.0451928311585248	0.0543616678957271	0.0234806739637758	-0.0049728672778367	0.0519342152053882	0.105788040923995	1.40189733465778	1	0.236406153171281	0.000145663925763361	0.00059610321150787	0.0120691311105382	1.1840174553856	0.286681003467268	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no
BMI_Yengo_941	lldlce	0.0227912711956283	-0.000333869416327594	0.0459164118075842	0.0534006218994557	0.0243861003899407	-0.00600780236001994	0.0547800031399014	0.115823459176934	1.57863569767128	1	0.208957319715185	0.000194353019876928	0.000680176699678493	0.013941055192378	1.25643770146843	0.366541627384238	Cholesterol esters in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
BMI_Yengo_941	lldlfc	-0.0329967853056729	-0.0551719530521824	-0.0108216175591635	0.00354052625461354	-0.0190048767961427	-0.125595706705599	0.0875859531133139	0.726746512130744	21.4042266722497	1	3.719503245119e-06	0.00564005046305453	0.00836543441474116	0.075100269394021	4.62647021737412	0.953280255562959	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no
BMI_Yengo_941	lldll	0.0294900462414689	0.00617955207559321	0.0528005404073446	0.0131549982616642	0.0310243719285384	0.000642448284328537	0.0614062955727483	0.045348345029521	1.6753468156481	1	0.195543900409119	0.00019041323287468	0.000679640651180883	0.0137990301425383	1.29435189019374	0.403108663436261	Total lipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total lipids (mmol/l)	Total lipids	no
BMI_Yengo_941	lldlp	-0.0066257983473623	-0.0300474852801084	0.0167958885853838	0.579265896436245	0.00407629633401663	-0.0912844647764139	0.0994370574444471	0.933230770830391	15.6972587732297	1	7.43318192867064e-05	0.00443329452783857	0.00669558039123101	0.0665829897784605	3.96197662451833	0.936294609495423	Concentration of large LDL particles (mol/l)	Lipoprotein subclasses	Large LDL	Particle concentration (mol/l)	Particle concentration	no
BMI_Yengo_941	lldlpl	-0.00737627107756448	-0.0304424505862963	0.0156899084311673	0.530808978854156	0.000989585973320115	-0.0883446648491463	0.0903238367957865	0.982678337778749	14.3729292645167	1	0.000149942517442487	0.00386752030254494	0.00587604091032215	0.0621893905947384	3.79116463168202	0.930424760214415	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	no
BMI_Yengo_941	lvldlc	0.0149673284548624	-0.00622931472593369	0.0361639716356584	0.166368992307676	0.0349480592250215	-0.0887748094849109	0.158670927934954	0.57983073155596	30.4479805115246	1	3.42940149679095e-08	0.0077085143540313	0.0112706450845834	0.0877981455045111	5.51796887554874	0.967157099314961	Total cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no
BMI_Yengo_941	lvldlce	0.0164136594339114	-0.00506437955983147	0.0378916984276543	0.134180688840496	0.0406832220628372	-0.0944084108064598	0.175774854932134	0.555023979609301	34.3678488922341	1	4.56197384155065e-09	0.00922599144553999	0.0134371050863991	0.0960520246821481	5.86240981953958	0.970903037803278	Cholesterol esters in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
BMI_Yengo_941	lvldlfc	0.042926949156414	0.0223863636493569	0.063467534663471	4.20258401923376e-05	0.0556910873254434	-0.0231109538354306	0.134493128486317	0.16600707868875	12.9562517349719	1	0.000318854926771462	0.00298610990961643	0.00457218448125917	0.0546453100422756	3.59947936998837	0.922817183514521	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no
BMI_Yengo_941	lvldll	0.0758045015248664	0.0536985016317998	0.0979105014179331	1.80500224320119e-11	0.0829107033895191	0.0222346839058362	0.143586722873202	0.00740209103592973	6.8977428639574	1	0.00863046445986589	0.00164525583606587	0.0027107094867586	0.0405617533652808	2.626355433668	0.855025039390019	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no
BMI_Yengo_941	lvldlp	0.0619977440852915	0.0401432768404296	0.0838522113301534	2.69597343658158e-08	0.0714678988336484	0.00160064170306357	0.141335155964233	0.0449773446471265	9.33822305156451	1	0.00224423031029729	0.00227126844045603	0.00359415000913505	0.0476578266442778	3.05585062651375	0.892913245434584	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no
BMI_Yengo_941	lvldlpl	0.0616073665616411	0.0400160069051429	0.0831987262181393	2.23910322385041e-08	0.0695217583978259	0.003870377858637	0.135173138937015	0.0379392284775787	8.66688648043573	1	0.00324044366803769	0.00198492307084462	0.00317348564002207	0.044552475473812	2.9439576220516	0.884618311055838	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no
BMI_Yengo_941	lvldltg	0.0407403844991818	0.0202047137241845	0.0612760552741791	0.000100931843758237	0.0554135337023551	-0.0376908281495229	0.148517895554233	0.243402400457126	18.3053336050056	1	1.88179574247313e-05	0.00426865125462516	0.00638247124644458	0.0653349160451375	4.27847327968816	0.94537111305491	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no
BMI_Yengo_941	mhdlc	-0.0638038302017722	-0.0847882841948377	-0.0428193762087068	2.53279866466225e-09	-0.0638038302017722	-0.0847882841948377	-0.0428193762087068	2.53279866466225e-09	0.24298151433338	1	0.622060952736688	0	0.000324223252757497	0	1	0	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no
BMI_Yengo_941	mhdlce	-0.0651323417613187	-0.08625078916193	-0.0440138943607073	1.49584329339448e-09	-0.0651323417613187	-0.08625078916193	-0.0440138943607073	1.49584329339448e-09	0.445789384652294	1	0.504341320630538	0	0.000328377040190609	0	1	0	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
BMI_Yengo_941	mhdlfc	-0.0654420484155914	-0.086753081355576	-0.0441310154756068	1.7585681265278e-09	-0.0654420484155914	-0.086753081355576	-0.0441310154756068	1.7585681265278e-09	0.0172880078041371	1	0.895392546471393	0	0.000334393488619678	0	1	0	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol (mmol/l)	Free cholesterol	no
BMI_Yengo_941	mhdll	-0.0465166750400339	-0.0678060521832623	-0.0252272978968055	1.84834397223544e-05	-0.0465166750400339	-0.0678060521832623	-0.0252272978968055	1.84834397223544e-05	0.0410489975001907	1	0.839443373674161	0	0.00033371422749781	0	1	0	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no
BMI_Yengo_941	mhdlp	0.0140049037500706	-0.00644898975142309	0.0344587972515644	0.179596282930392	0.0030250147696001	-0.0765807805492153	0.0826308100884155	0.940629650414573	13.8146184931145	1	0.000201760288143281	0.00306268597343654	0.0046659296092852	0.0553415393121346	3.71680218643856	0.927612912329181	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no
BMI_Yengo_941	mhdlpl	0.0131922930465493	-0.00719401945183588	0.0335786055449344	0.204682798009945	0.002323264993299	-0.0786864669501029	0.0833329969367009	0.955174921231266	14.4337484456916	1	0.000145177186664059	0.00318275429562402	0.00483195856750187	0.0564159046335696	3.79917733801563	0.930717927933786	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no
BMI_Yengo_941	mldlc	0.0239736830752424	0.000989622168086575	0.0469577439823982	0.0409185943720836	0.0258373834103829	-0.00686304497140362	0.0585378117921693	0.121474540340047	1.94596975378045	1	0.163021810926886	0.000274345091713722	0.000787327997930813	0.0165633659536255	1.39498019834708	0.486117398249745	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no
BMI_Yengo_941	mldlce	0.0232663643939684	1.70051442816323e-05	0.0465157236436551	0.0498326656238328	0.0252314075918372	-0.00731329973073807	0.0577761149144125	0.128629211829481	1.80621077570422	1	0.178963452267251	0.000260799706416842	0.000779847262432867	0.0161492943008926	1.34395341277301	0.446354759117128	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
BMI_Yengo_941	mldll	0.0313181300165013	0.00776254407395134	0.0548737159590512	0.00916456411367353	0.0326508502761345	0.00279462827856228	0.0625070722737067	0.0320792078525594	1.56047535666295	1	0.211595632491547	0.00016879229876033	0.00065632434535987	0.0129920090348002	1.24918988014751	0.359169630119322	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no
BMI_Yengo_941	mldlp	0.00852687175265417	-0.0149321253633912	0.0319858688686995	0.476212576870394	0.0162120270839619	-0.0540305580957796	0.0864546122637035	0.651009110906923	8.44999291885878	1	0.00365044861763446	0.00226645083125942	0.00363286939651177	0.0476072560778231	2.90688715275616	0.88165670556147	Concentration of medium LDL particles (mol/l)	Lipoprotein subclasses	Medium LDL	Particle concentration (mol/l)	Particle concentration	no
BMI_Yengo_941	mldlpl	0.00870412442815973	-0.0144145717343916	0.031822820590711	0.460562483087807	0.0149693152658135	-0.0523820638647596	0.0823206943963865	0.663115571099214	8.17406911526537	1	0.00424934712860728	0.00207249346799488	0.00333996409059063	0.0455246468190022	2.85903289859794	0.87766191037797	Phospholipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Phospholipids (mmol/l)	Phospholipids	no
BMI_Yengo_941	mufa	0.0706253063497214	0.0477834102775925	0.0934672024218502	1.36078331932039e-09	0.0706253063497214	0.0477834102775925	0.0934672024218502	1.36078331932039e-09	0.00238581793906709	1	0.961042951363072	0	0.000384160859062607	0	1	0	Monounsaturated fatty acids; 16:1, 18:1 (mmol/l)	Fatty acids	Fatty acids	MUFA (mmol/l)	MUFA	no
BMI_Yengo_941	mvldlc	0.0124223639024031	-0.00911358506869706	0.0339583128735033	0.258246131286498	0.0302298934047056	-0.0903088612394677	0.150768648048879	0.62304525530349	28.5233889485941	1	9.25734269511845e-08	0.0073001092763711	0.0106979905978179	0.0854406769423739	5.34072925250794	0.964941052348224	Total cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total cholesterol (mmol/l)	Total cholesterol	no
BMI_Yengo_941	mvldlce	0.0128617838481463	-0.0088994512675665	0.0346230189638591	0.246692997374667	0.0333330524565721	-0.0935108242745854	0.16017692918773	0.606514535381101	30.2916032807809	1	3.71731658376876e-08	0.00810153740914906	0.0118464390757108	0.0900085407566918	5.50378081692766	0.96698755127846	Cholesterol esters in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
BMI_Yengo_941	mvldlfc	0.0448540924734545	0.0247561189037143	0.0649520660431948	1.21882777422472e-05	0.0576348475801517	-0.0141501625889502	0.129419857749254	0.115575655995311	11.0056528572683	1	0.000908344326055577	0.00243990044407163	0.00379416613966303	0.0493953484052054	3.31747688119574	0.909137602923793	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	Free cholesterol	no
BMI_Yengo_941	mvldll	0.074214455091143	0.0515988988126592	0.0968300113696267	1.26141075523779e-10	0.0804443791938693	0.024348053082433	0.136540705305306	0.00494389429179731	5.57250690974172	1	0.0182446216982219	0.00135517162770785	0.0023169552709291	0.0368126558089449	2.36061579036948	0.82054755315748	Total lipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total lipids (mmol/l)	Total lipids	no
BMI_Yengo_941	mvldlp	0.0245278715033063	0.00277660589350317	0.0462791371131095	0.0270941634135436	0.0461213122681302	-0.0815849413158526	0.173827565852113	0.479042111660638	30.3752158805186	1	3.56048309846071e-08	0.00821291991936851	0.0120080680534734	0.090625161623958	5.51137150630572	0.967078423279903	Concentration of medium VLDL particles (mol/l)	Lipoprotein subclasses	Medium VLDL	Particle concentration (mol/l)	Particle concentration	no
BMI_Yengo_941	mvldlpl	0.0216493162401709	0.000209528503492373	0.0430891039768495	0.0478026682716227	0.0384416035822307	-0.0742731841297653	0.151156391294227	0.503846622081115	24.9740861543506	1	5.81060617829223e-07	0.00635164099857882	0.00935428518792731	0.0796971831282563	4.9974079435594	0.959958494824613	Phospholipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Phospholipids (mmol/l)	Phospholipids	no
BMI_Yengo_941	mvldltg	0.0513919286071624	0.0303905868922191	0.0723932703221058	1.61715589785158e-06	0.0624140568990531	-0.0125686179636382	0.137396731761744	0.102798723663796	11.4697059404932	1	0.00070739872896752	0.00267438818264827	0.00413971715817066	0.0517144871641233	3.38669543072494	0.912813806632169	Triglycerides in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Triglycerides (mmol/l)	Triglycerides	no
