id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Lu BF EU sex combined 5 SNPs clumped	842	Apolipoprotein A-I || id:842	Lu BF EU sex combined 5 SNPs clumped	Weighted median	4	-0.498712854556448	0.191073823628227	0.00905281294613963	Protein	Apolipoprotein A-I
Lu BF EU sex combined 5 SNPs clumped	842	Apolipoprotein A-I || id:842	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	4	-0.4814478362354	0.0642485907619155	6.70527077904092e-14	Protein	Apolipoprotein A-I
Lu BF EU sex combined 5 SNPs clumped	842	Apolipoprotein A-I || id:842	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	4	-0.52908343656772	0.245995380214915	0.120618474953261	Protein	Apolipoprotein A-I
Lu BF EU sex combined 5 SNPs clumped	843	Apolipoprotein B || id:843	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-2.15306287577889	3.12015269983111	0.539752897807331	Protein	Apolipoprotein B
Lu BF EU sex combined 5 SNPs clumped	843	Apolipoprotein B || id:843	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.311259777609296	0.171931101176585	0.0702376441827825	Protein	Apolipoprotein B
Lu BF EU sex combined 5 SNPs clumped	843	Apolipoprotein B || id:843	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.453351687337955	0.623374535875628	0.467070310169558	Protein	Apolipoprotein B
Lu BF EU sex combined 5 SNPs clumped	843	Apolipoprotein B || id:843	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.369140256173385	0.164467935656762	0.0881856653212208	Protein	Apolipoprotein B
Lu BF EU sex combined 5 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.982007455245986	0.855843483936321	0.33441837464327	Metabolites ratio	Ratio of bisallylic groups to double bonds
Lu BF EU sex combined 5 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.0448612757469478	0.200796858911652	0.823211579513538	Metabolites ratio	Ratio of bisallylic groups to double bonds
Lu BF EU sex combined 5 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.0405041460874782	0.194202127349381	0.834786310386222	Metabolites ratio	Ratio of bisallylic groups to double bonds
Lu BF EU sex combined 5 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.0667347313786205	0.244851984346259	0.798689505939599	Metabolites ratio	Ratio of bisallylic groups to double bonds
Lu BF EU sex combined 5 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.786516522184413	0.692849286555567	0.338786852390852	Fatty acid	Ratio of bisallylic groups to total fatty acids
Lu BF EU sex combined 5 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.0208030313833001	0.194720532531515	0.91491962251852	Fatty acid	Ratio of bisallylic groups to total fatty acids
Lu BF EU sex combined 5 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.0128375381031361	0.142338916969279	0.928136280016191	Fatty acid	Ratio of bisallylic groups to total fatty acids
Lu BF EU sex combined 5 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.0135443302576961	0.239230368359059	0.957566132304745	Fatty acid	Ratio of bisallylic groups to total fatty acids
Lu BF EU sex combined 5 SNPs clumped	846	3-hydroxybutyrate || id:846	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.328634694393703	0.704930949286549	0.67284013948079	Lipid	3-hydroxybutyrate
Lu BF EU sex combined 5 SNPs clumped	846	3-hydroxybutyrate || id:846	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.00988284182335065	0.145656441842822	0.945904755663183	Lipid	3-hydroxybutyrate
Lu BF EU sex combined 5 SNPs clumped	846	3-hydroxybutyrate || id:846	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.00400203040147536	0.139474654341009	0.977108958099317	Lipid	3-hydroxybutyrate
Lu BF EU sex combined 5 SNPs clumped	846	3-hydroxybutyrate || id:846	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.0265551172271279	0.166332884058822	0.880893763251545	Lipid	3-hydroxybutyrate
Lu BF EU sex combined 5 SNPs clumped	847	Average number of methylene groups per double bond || id:847	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.217655524836767	0.683799293346324	0.771126675397676	Metabolites ratio	Average number of methylene groups per double bond
Lu BF EU sex combined 5 SNPs clumped	847	Average number of methylene groups per double bond || id:847	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.109244158594447	0.179186184867304	0.542081476697046	Metabolites ratio	Average number of methylene groups per double bond
Lu BF EU sex combined 5 SNPs clumped	847	Average number of methylene groups per double bond || id:847	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.150548321576179	0.0971866704897755	0.121366461900579	Metabolites ratio	Average number of methylene groups per double bond
Lu BF EU sex combined 5 SNPs clumped	847	Average number of methylene groups per double bond || id:847	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.124945979475096	0.206181558418786	0.577220963542322	Metabolites ratio	Average number of methylene groups per double bond
Lu BF EU sex combined 5 SNPs clumped	848	Average number of methylene groups in a fatty acid chain || id:848	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.317503399382845	0.59452264712961	0.630347893448587	Fatty acid	Average number of methylene groups in a fatty acid chain
Lu BF EU sex combined 5 SNPs clumped	848	Average number of methylene groups in a fatty acid chain || id:848	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.146528715055071	0.157644220754249	0.352635243692933	Fatty acid	Average number of methylene groups in a fatty acid chain
Lu BF EU sex combined 5 SNPs clumped	848	Average number of methylene groups in a fatty acid chain || id:848	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.0834292570507711	0.0930473592107416	0.369915217718574	Fatty acid	Average number of methylene groups in a fatty acid chain
Lu BF EU sex combined 5 SNPs clumped	848	Average number of methylene groups in a fatty acid chain || id:848	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.229966985672431	0.186754916726162	0.285626447406893	Fatty acid	Average number of methylene groups in a fatty acid chain
Lu BF EU sex combined 5 SNPs clumped	849	Citrate || id:849	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.463816542431935	0.515604160715377	0.434651908670788	Energy	Citrate
Lu BF EU sex combined 5 SNPs clumped	849	Citrate || id:849	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.0424866686592519	0.136475120142731	0.755561629472291	Energy	Citrate
Lu BF EU sex combined 5 SNPs clumped	849	Citrate || id:849	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.033634136232828	0.0888068189907301	0.704885616283226	Energy	Citrate
Lu BF EU sex combined 5 SNPs clumped	849	Citrate || id:849	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.0642082307773694	0.163563935039007	0.714666890436293	Energy	Citrate
Lu BF EU sex combined 5 SNPs clumped	850	Creatinine || id:850	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.0772885444239196	0.514554854283016	0.890133632142546	Amino acid	Creatinine
Lu BF EU sex combined 5 SNPs clumped	850	Creatinine || id:850	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.0456642767757937	0.130885434476172	0.727173857262955	Amino acid	Creatinine
Lu BF EU sex combined 5 SNPs clumped	850	Creatinine || id:850	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.0624773076129566	0.0539349971120524	0.246708349403998	Amino acid	Creatinine
Lu BF EU sex combined 5 SNPs clumped	850	Creatinine || id:850	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.0332306990454181	0.162335503922	0.8477978373442	Amino acid	Creatinine
Lu BF EU sex combined 5 SNPs clumped	851	Average number of double bonds in a fatty acid chain || id:851	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.488385060653116	0.68132131701379	0.525252236652153	Fatty acid	Average number of double bonds in a fatty acid chain
Lu BF EU sex combined 5 SNPs clumped	851	Average number of double bonds in a fatty acid chain || id:851	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.0617808960751973	0.173512280266191	0.72179514195022	Fatty acid	Average number of double bonds in a fatty acid chain
Lu BF EU sex combined 5 SNPs clumped	851	Average number of double bonds in a fatty acid chain || id:851	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.161362112196702	0.148603475142695	0.277542297891543	Fatty acid	Average number of double bonds in a fatty acid chain
Lu BF EU sex combined 5 SNPs clumped	851	Average number of double bonds in a fatty acid chain || id:851	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.0417417455466935	0.185898470657557	0.833340389984122	Fatty acid	Average number of double bonds in a fatty acid chain
Lu BF EU sex combined 5 SNPs clumped	852	22:6, docosahexaenoic acid || id:852	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	1.14981646374337	1.06981199698917	0.361220508415018	Fatty acid	22:6, docosahexaenoic acid
Lu BF EU sex combined 5 SNPs clumped	852	22:6, docosahexaenoic acid || id:852	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.0927427967164622	0.210047360264736	0.658827329588631	Fatty acid	22:6, docosahexaenoic acid
Lu BF EU sex combined 5 SNPs clumped	852	22:6, docosahexaenoic acid || id:852	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.0433750683657093	0.237799345509271	0.855267282279718	Fatty acid	22:6, docosahexaenoic acid
Lu BF EU sex combined 5 SNPs clumped	852	22:6, docosahexaenoic acid || id:852	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.375282300609375	0.329563510845863	0.318387274678774	Fatty acid	22:6, docosahexaenoic acid
Lu BF EU sex combined 5 SNPs clumped	853	Free cholesterol to esterified cholesterol ratio || id:853	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-1.56444746844218	2.64780642774695	0.596182789627624	Lipid	Free cholesterol to esterified cholesterol ratio
Lu BF EU sex combined 5 SNPs clumped	853	Free cholesterol to esterified cholesterol ratio || id:853	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.263626319341769	0.215687432360414	0.221608973054658	Lipid	Free cholesterol to esterified cholesterol ratio
Lu BF EU sex combined 5 SNPs clumped	853	Free cholesterol to esterified cholesterol ratio || id:853	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.477426423034549	0.516685058376708	0.355476814446826	Lipid	Free cholesterol to esterified cholesterol ratio
Lu BF EU sex combined 5 SNPs clumped	853	Free cholesterol to esterified cholesterol ratio || id:853	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.212347258310443	0.199954177164333	0.348108948053389	Lipid	Free cholesterol to esterified cholesterol ratio
Lu BF EU sex combined 5 SNPs clumped	854	Description of average fatty acid chain length, not actual carbon number || id:854	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.845861228385767	0.860656735512116	0.398171892521713	Fatty acid	Description of average fatty acid chain length, not actual carbon number
Lu BF EU sex combined 5 SNPs clumped	854	Description of average fatty acid chain length, not actual carbon number || id:854	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.149943848181183	0.18282512906374	0.412131167146476	Fatty acid	Description of average fatty acid chain length, not actual carbon number
Lu BF EU sex combined 5 SNPs clumped	854	Description of average fatty acid chain length, not actual carbon number || id:854	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.0470545852949334	0.186166008597325	0.800456730781853	Fatty acid	Description of average fatty acid chain length, not actual carbon number
Lu BF EU sex combined 5 SNPs clumped	854	Description of average fatty acid chain length, not actual carbon number || id:854	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.182681747799861	0.223635205560306	0.459858330505303	Fatty acid	Description of average fatty acid chain length, not actual carbon number
Lu BF EU sex combined 5 SNPs clumped	855	Omega-3 fatty acids || id:855	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.456418989864556	1.3228245933945	0.752843034701048	Fatty acid	Omega-3 fatty acids
Lu BF EU sex combined 5 SNPs clumped	855	Omega-3 fatty acids || id:855	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.119092807284207	0.236831984678197	0.615064262977456	Fatty acid	Omega-3 fatty acids
Lu BF EU sex combined 5 SNPs clumped	855	Omega-3 fatty acids || id:855	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.0922932092336514	0.258249182928715	0.720807010272914	Fatty acid	Omega-3 fatty acids
Lu BF EU sex combined 5 SNPs clumped	855	Omega-3 fatty acids || id:855	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.547256812874084	0.349665889296031	0.192615693634304	Fatty acid	Omega-3 fatty acids
Lu BF EU sex combined 5 SNPs clumped	856	Omega-6 fatty acids || id:856	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-1.61796597845946	2.58261281856672	0.575428473680006	Fatty acid	Omega-6 fatty acids
Lu BF EU sex combined 5 SNPs clumped	856	Omega-6 fatty acids || id:856	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.228277252606255	0.200690768284826	0.255347012876294	Fatty acid	Omega-6 fatty acids
Lu BF EU sex combined 5 SNPs clumped	856	Omega-6 fatty acids || id:856	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.463305989648091	0.506500677855533	0.360338963876038	Fatty acid	Omega-6 fatty acids
Lu BF EU sex combined 5 SNPs clumped	856	Omega-6 fatty acids || id:856	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.231903272469392	0.194504252039126	0.299047607305892	Fatty acid	Omega-6 fatty acids
Lu BF EU sex combined 5 SNPs clumped	857	Omega-7, omega-9 and saturated fatty acids || id:857	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.756536639309074	1.88368483092279	0.714858351446219	Fatty acid	Omega-7, omega-9 and saturated fatty acids
Lu BF EU sex combined 5 SNPs clumped	857	Omega-7, omega-9 and saturated fatty acids || id:857	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.211308773468456	0.214000776192949	0.323436492792873	Fatty acid	Omega-7, omega-9 and saturated fatty acids
Lu BF EU sex combined 5 SNPs clumped	857	Omega-7, omega-9 and saturated fatty acids || id:857	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.200588297898807	0.362525534517233	0.580052487222032	Fatty acid	Omega-7, omega-9 and saturated fatty acids
Lu BF EU sex combined 5 SNPs clumped	857	Omega-7, omega-9 and saturated fatty acids || id:857	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.301944002930281	0.224956155670536	0.250639421270003	Fatty acid	Omega-7, omega-9 and saturated fatty acids
Lu BF EU sex combined 5 SNPs clumped	858	Free cholesterol || id:858	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.887958533936433	2.36687333643554	0.732494182127851	Lipid	Free cholesterol
Lu BF EU sex combined 5 SNPs clumped	858	Free cholesterol || id:858	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.205158665144834	0.247438127469531	0.407030185332239	Lipid	Free cholesterol
Lu BF EU sex combined 5 SNPs clumped	858	Free cholesterol || id:858	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.466379413435304	0.451297687004856	0.301408056619272	Lipid	Free cholesterol
Lu BF EU sex combined 5 SNPs clumped	858	Free cholesterol || id:858	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.158346814351501	0.219803715160607	0.511129863237722	Lipid	Free cholesterol
Lu BF EU sex combined 5 SNPs clumped	859	Glucose || id:859	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.298773319960063	0.516552218269718	0.603557040708248	Carbohydrate	Glucose
Lu BF EU sex combined 5 SNPs clumped	859	Glucose || id:859	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.287641492351567	0.136885896357171	0.0356126157017854	Carbohydrate	Glucose
Lu BF EU sex combined 5 SNPs clumped	859	Glucose || id:859	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.298290058539642	0.0651621897268589	4.70216150781952e-06	Carbohydrate	Glucose
Lu BF EU sex combined 5 SNPs clumped	859	Glucose || id:859	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.275047493075203	0.165432404431589	0.17172736440311	Carbohydrate	Glucose
Lu BF EU sex combined 5 SNPs clumped	860	Glutamine || id:860	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.70156860400148	0.64236286476569	0.354618405874994	Amino acid	Glutamine
Lu BF EU sex combined 5 SNPs clumped	860	Glutamine || id:860	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.109751519984309	0.149521636514312	0.462937982165711	Amino acid	Glutamine
Lu BF EU sex combined 5 SNPs clumped	860	Glutamine || id:860	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.0598973769104965	0.142008597796466	0.673180513508839	Amino acid	Glutamine
Lu BF EU sex combined 5 SNPs clumped	860	Glutamine || id:860	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.0851120043731981	0.163820597044056	0.630806360053856	Amino acid	Glutamine
Lu BF EU sex combined 5 SNPs clumped	861	Glycerol || id:861	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.359058753957599	0.883707933281257	0.711761634907225	Lipid	Glycerol
Lu BF EU sex combined 5 SNPs clumped	861	Glycerol || id:861	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.0435425872755865	0.160762133109534	0.78650561983394	Lipid	Glycerol
Lu BF EU sex combined 5 SNPs clumped	861	Glycerol || id:861	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.0529382363817528	0.171714405626277	0.757859892144566	Lipid	Glycerol
Lu BF EU sex combined 5 SNPs clumped	861	Glycerol || id:861	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.0770774209166019	0.223174983255704	0.747215685396223	Lipid	Glycerol
Lu BF EU sex combined 5 SNPs clumped	862	Glycoproteins || id:862	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-1.49713352263934	0.592497529325451	0.0856627213722818	Protein	Glycoproteins
Lu BF EU sex combined 5 SNPs clumped	862	Glycoproteins || id:862	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.262530482321262	0.17343168249872	0.130091784957204	Protein	Glycoproteins
Lu BF EU sex combined 5 SNPs clumped	862	Glycoproteins || id:862	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.0774426362932103	0.176073684614983	0.66005963064081	Protein	Glycoproteins
Lu BF EU sex combined 5 SNPs clumped	862	Glycoproteins || id:862	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.34753813513544	0.206841752619553	0.168212907138193	Protein	Glycoproteins
Lu BF EU sex combined 5 SNPs clumped	863	Glycoprotein acetyls || id:863	Lu BF EU sex combined 5 SNPs clumped	MR Egger	4	-1.61267895884676	1.51171213388976	0.397787782201613	Protein	Glycoprotein acetyls
Lu BF EU sex combined 5 SNPs clumped	863	Glycoprotein acetyls || id:863	Lu BF EU sex combined 5 SNPs clumped	Weighted median	4	-0.246484003445549	0.221740775912156	0.266316075767294	Protein	Glycoprotein acetyls
Lu BF EU sex combined 5 SNPs clumped	863	Glycoprotein acetyls || id:863	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	4	-0.186771283038574	0.320387290759614	0.559923783129592	Protein	Glycoprotein acetyls
Lu BF EU sex combined 5 SNPs clumped	863	Glycoprotein acetyls || id:863	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	4	-0.559493828420812	0.416980992289249	0.272190444746408	Protein	Glycoprotein acetyls
Lu BF EU sex combined 5 SNPs clumped	864	Total cholesterol in HDL || id:864	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	1.15990217292131	1.01109503503387	0.334503793329852	Lipid	Total cholesterol in HDL
Lu BF EU sex combined 5 SNPs clumped	864	Total cholesterol in HDL || id:864	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.189398782707857	0.159239916990847	0.234285202011743	Lipid	Total cholesterol in HDL
Lu BF EU sex combined 5 SNPs clumped	864	Total cholesterol in HDL || id:864	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.0304989184064418	0.234252468357033	0.89641073762924	Lipid	Total cholesterol in HDL
Lu BF EU sex combined 5 SNPs clumped	864	Total cholesterol in HDL || id:864	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.214353245141039	0.185323165068446	0.311790068224046	Lipid	Total cholesterol in HDL
Lu BF EU sex combined 5 SNPs clumped	865	Mean diameter for HDL particles || id:865	Lu BF EU sex combined 5 SNPs clumped	MR Egger	4	2.36630750300878	1.26050669912904	0.2012809593754	Lipid	Mean diameter for HDL particles
Lu BF EU sex combined 5 SNPs clumped	865	Mean diameter for HDL particles || id:865	Lu BF EU sex combined 5 SNPs clumped	Weighted median	4	-0.0430273418824024	0.246489456042583	0.861424927201257	Lipid	Mean diameter for HDL particles
Lu BF EU sex combined 5 SNPs clumped	865	Mean diameter for HDL particles || id:865	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	4	0.206401286633128	0.351522698138399	0.557093924846171	Lipid	Mean diameter for HDL particles
Lu BF EU sex combined 5 SNPs clumped	865	Mean diameter for HDL particles || id:865	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	4	-0.363633557060627	0.437443299355248	0.466799191069451	Lipid	Mean diameter for HDL particles
Lu BF EU sex combined 5 SNPs clumped	866	Histidine || id:866	Lu BF EU sex combined 5 SNPs clumped	MR Egger	4	-0.0390150903007977	1.38882668626096	0.980139787096183	Amino acid	Histidine
Lu BF EU sex combined 5 SNPs clumped	866	Histidine || id:866	Lu BF EU sex combined 5 SNPs clumped	Weighted median	4	-0.18549661340717	0.220154452509356	0.399466239848413	Amino acid	Histidine
Lu BF EU sex combined 5 SNPs clumped	866	Histidine || id:866	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	4	-0.10643180551381	0.243173825790147	0.661619803710303	Amino acid	Histidine
Lu BF EU sex combined 5 SNPs clumped	866	Histidine || id:866	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	4	-0.220345306276513	0.252446056653672	0.446988359237634	Amino acid	Histidine
Lu BF EU sex combined 5 SNPs clumped	867	Total cholesterol in IDL || id:867	Lu BF EU sex combined 5 SNPs clumped	MR Egger	4	-4.97165520867025	2.16626272315657	0.148653528580552	Lipid	Total cholesterol in IDL
Lu BF EU sex combined 5 SNPs clumped	867	Total cholesterol in IDL || id:867	Lu BF EU sex combined 5 SNPs clumped	Weighted median	4	0.00934934425616873	0.249856130217668	0.970150994569621	Lipid	Total cholesterol in IDL
Lu BF EU sex combined 5 SNPs clumped	867	Total cholesterol in IDL || id:867	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	4	-0.838265312055647	0.646944863244621	0.195068817896776	Lipid	Total cholesterol in IDL
Lu BF EU sex combined 5 SNPs clumped	867	Total cholesterol in IDL || id:867	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	4	0.196072093781087	0.255203506679523	0.49824997005188	Lipid	Total cholesterol in IDL
