id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Lu BF EU sex combined 5 SNPs	840	Alanine || id:840	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.0780766538352415	0.173674894735519	0.676314489627765
Lu BF EU sex combined 5 SNPs	841	Albumin || id:841	Lu BF EU sex combined 5 SNPs	MR Egger	4	1.17260932296723	1.39998515554631	0.490407236748887
Lu BF EU sex combined 5 SNPs	841	Albumin || id:841	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.0753612679911653	0.221279901907213	0.733427413136723
Lu BF EU sex combined 5 SNPs	841	Albumin || id:841	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	-0.188363308967393	0.308353677838519	0.541287154743371
Lu BF EU sex combined 5 SNPs	841	Albumin || id:841	Lu BF EU sex combined 5 SNPs	Weighted mode	4	0.0533620531419405	0.281422811157944	0.861714647844662
Lu BF EU sex combined 5 SNPs	842	Apolipoprotein A-I || id:842	Lu BF EU sex combined 5 SNPs	MR Egger	4	-0.764568095402934	0.75536568406871	0.417989083803731
Lu BF EU sex combined 5 SNPs	842	Apolipoprotein A-I || id:842	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.498712854556448	0.199547550073271	0.0124467672269142
Lu BF EU sex combined 5 SNPs	842	Apolipoprotein A-I || id:842	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	-0.4814478362354	0.0642485907619155	6.70527077904092e-14
Lu BF EU sex combined 5 SNPs	842	Apolipoprotein A-I || id:842	Lu BF EU sex combined 5 SNPs	Weighted mode	4	-0.52908343656772	0.264689249475482	0.139476577288865
Lu BF EU sex combined 5 SNPs	843	Apolipoprotein B || id:843	Lu BF EU sex combined 5 SNPs	MR Egger	5	-2.15306287577889	3.12015269983111	0.539752897807331
Lu BF EU sex combined 5 SNPs	843	Apolipoprotein B || id:843	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.311259777609296	0.174434491940696	0.0743597428025757
Lu BF EU sex combined 5 SNPs	843	Apolipoprotein B || id:843	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.453351687337955	0.623374535875628	0.467070310169558
Lu BF EU sex combined 5 SNPs	843	Apolipoprotein B || id:843	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.369140256173385	0.155858798971929	0.0769526564009549
Lu BF EU sex combined 5 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.982007455245986	0.855843483936321	0.33441837464327
Lu BF EU sex combined 5 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.0448612757469478	0.198472473503383	0.82117596127029
Lu BF EU sex combined 5 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.0405041460874782	0.194202127349381	0.834786310386222
Lu BF EU sex combined 5 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0667347313786205	0.246385788686433	0.799905155855994
Lu BF EU sex combined 5 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.786516522184413	0.692849286555567	0.338786852390852
Lu BF EU sex combined 5 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.0208030313833001	0.192321293815676	0.913862338893024
Lu BF EU sex combined 5 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.0128375381031361	0.142338916969279	0.928136280016191
Lu BF EU sex combined 5 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.0135443302576961	0.223352481208089	0.954554017990957
Lu BF EU sex combined 5 SNPs	846	3-hydroxybutyrate || id:846	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.328634694393703	0.704930949286549	0.67284013948079
Lu BF EU sex combined 5 SNPs	846	3-hydroxybutyrate || id:846	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.00988284182335065	0.141429341901727	0.944290525886347
Lu BF EU sex combined 5 SNPs	846	3-hydroxybutyrate || id:846	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.00400203040147536	0.139474654341009	0.977108958099317
Lu BF EU sex combined 5 SNPs	846	3-hydroxybutyrate || id:846	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.0265551172271279	0.150328254293128	0.868368621081534
Lu BF EU sex combined 5 SNPs	847	Average number of methylene groups per double bond || id:847	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.217655524836767	0.683799293346324	0.771126675397676
Lu BF EU sex combined 5 SNPs	847	Average number of methylene groups per double bond || id:847	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.109244158594447	0.175329643585974	0.533232835311718
Lu BF EU sex combined 5 SNPs	847	Average number of methylene groups per double bond || id:847	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.150548321576179	0.0971866704897755	0.121366461900579
Lu BF EU sex combined 5 SNPs	847	Average number of methylene groups per double bond || id:847	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.124945979475096	0.200124976752127	0.566248345371508
Lu BF EU sex combined 5 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.317503399382845	0.59452264712961	0.630347893448587
Lu BF EU sex combined 5 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.146528715055071	0.156870596818324	0.35026582382599
Lu BF EU sex combined 5 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.0834292570507711	0.0930473592107416	0.369915217718574
Lu BF EU sex combined 5 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.229966985672431	0.207412383360125	0.329712625868749
Lu BF EU sex combined 5 SNPs	849	Citrate || id:849	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.463816542431935	0.515604160715377	0.434651908670788
Lu BF EU sex combined 5 SNPs	849	Citrate || id:849	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.0424866686592519	0.134313668997293	0.751756417616318
Lu BF EU sex combined 5 SNPs	849	Citrate || id:849	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.033634136232828	0.0888068189907301	0.704885616283226
Lu BF EU sex combined 5 SNPs	849	Citrate || id:849	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0642082307773694	0.166308739524538	0.719094604279357
Lu BF EU sex combined 5 SNPs	850	Creatinine || id:850	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.0772885444239196	0.514554854283016	0.890133632142546
Lu BF EU sex combined 5 SNPs	850	Creatinine || id:850	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.0456642767757937	0.130597756511512	0.726596949666064
Lu BF EU sex combined 5 SNPs	850	Creatinine || id:850	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.0624773076129566	0.0539349971120524	0.246708349403998
Lu BF EU sex combined 5 SNPs	850	Creatinine || id:850	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.0332306990454181	0.168793422380843	0.853526255202664
Lu BF EU sex combined 5 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.488385060653116	0.68132131701379	0.525252236652153
Lu BF EU sex combined 5 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.0617808960751973	0.168892059282867	0.714513521061093
Lu BF EU sex combined 5 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.161362112196702	0.148603475142695	0.277542297891543
Lu BF EU sex combined 5 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0417417455466935	0.185172474212735	0.832700564833678
Lu BF EU sex combined 5 SNPs	852	22:6, docosahexaenoic acid || id:852	Lu BF EU sex combined 5 SNPs	MR Egger	5	1.14981646374337	1.06981199698917	0.361220508415018
Lu BF EU sex combined 5 SNPs	852	22:6, docosahexaenoic acid || id:852	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.0927427967164622	0.216075003609908	0.667766215429511
Lu BF EU sex combined 5 SNPs	852	22:6, docosahexaenoic acid || id:852	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.0433750683657093	0.237799345509271	0.855267282279718
Lu BF EU sex combined 5 SNPs	852	22:6, docosahexaenoic acid || id:852	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.375282300609375	0.301420568043412	0.281073639008358
Lu BF EU sex combined 5 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.56444746844218	2.64780642774695	0.596182789627624
Lu BF EU sex combined 5 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.263626319341769	0.2209288489268	0.232766214086746
Lu BF EU sex combined 5 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.477426423034549	0.516685058376708	0.355476814446826
Lu BF EU sex combined 5 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.212347258310443	0.208560425143071	0.36617630291426
Lu BF EU sex combined 5 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.845861228385767	0.860656735512116	0.398171892521713
Lu BF EU sex combined 5 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.149943848181183	0.185056621919068	0.417791164229705
Lu BF EU sex combined 5 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.0470545852949334	0.186166008597325	0.800456730781853
Lu BF EU sex combined 5 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.182681747799861	0.238173071492947	0.485840902635769
Lu BF EU sex combined 5 SNPs	855	Omega-3 fatty acids || id:855	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.456418989864556	1.3228245933945	0.752843034701048
Lu BF EU sex combined 5 SNPs	855	Omega-3 fatty acids || id:855	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.119092807284207	0.236026163468596	0.613857652820763
Lu BF EU sex combined 5 SNPs	855	Omega-3 fatty acids || id:855	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.0922932092336514	0.258249182928715	0.720807010272914
Lu BF EU sex combined 5 SNPs	855	Omega-3 fatty acids || id:855	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.547256812874084	0.36061641533897	0.203729810021262
Lu BF EU sex combined 5 SNPs	856	Omega-6 fatty acids || id:856	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.61796597845946	2.58261281856672	0.575428473680006
Lu BF EU sex combined 5 SNPs	856	Omega-6 fatty acids || id:856	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.228277252606255	0.213293916478746	0.284507978438962
Lu BF EU sex combined 5 SNPs	856	Omega-6 fatty acids || id:856	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.463305989648091	0.506500677855533	0.360338963876038
Lu BF EU sex combined 5 SNPs	856	Omega-6 fatty acids || id:856	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.231903272469392	0.204145629340641	0.319413013359802
Lu BF EU sex combined 5 SNPs	857	Omega-7, omega-9 and saturated fatty acids || id:857	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.756536639309074	1.88368483092279	0.714858351446219
Lu BF EU sex combined 5 SNPs	857	Omega-7, omega-9 and saturated fatty acids || id:857	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.211308773468456	0.208161896769244	0.31004984527952
Lu BF EU sex combined 5 SNPs	857	Omega-7, omega-9 and saturated fatty acids || id:857	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.200588297898807	0.362525534517233	0.580052487222032
Lu BF EU sex combined 5 SNPs	857	Omega-7, omega-9 and saturated fatty acids || id:857	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.301944002930281	0.215570733175509	0.233914576398879
Lu BF EU sex combined 5 SNPs	858	Free cholesterol || id:858	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.887958533936433	2.36687333643554	0.732494182127851
Lu BF EU sex combined 5 SNPs	858	Free cholesterol || id:858	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.205158665144834	0.248277403427793	0.408617837386199
Lu BF EU sex combined 5 SNPs	858	Free cholesterol || id:858	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.466379413435304	0.451297687004856	0.301408056619272
Lu BF EU sex combined 5 SNPs	858	Free cholesterol || id:858	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.158346814351501	0.218473125332766	0.508708439062754
Lu BF EU sex combined 5 SNPs	859	Glucose || id:859	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.298773319960063	0.516552218269718	0.603557040708248
Lu BF EU sex combined 5 SNPs	859	Glucose || id:859	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.287641492351567	0.136605950893765	0.0352365657356549
Lu BF EU sex combined 5 SNPs	859	Glucose || id:859	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.298290058539642	0.0651621897268589	4.70216150781952e-06
Lu BF EU sex combined 5 SNPs	859	Glucose || id:859	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.275047493075203	0.173841085561714	0.18877233234852
Lu BF EU sex combined 5 SNPs	860	Glutamine || id:860	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.70156860400148	0.64236286476569	0.354618405874994
Lu BF EU sex combined 5 SNPs	860	Glutamine || id:860	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.109751519984309	0.144743645926473	0.448302779100926
Lu BF EU sex combined 5 SNPs	860	Glutamine || id:860	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.0598973769104965	0.142008597796466	0.673180513508839
Lu BF EU sex combined 5 SNPs	860	Glutamine || id:860	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0851120043731981	0.156483089480061	0.615403338385595
Lu BF EU sex combined 5 SNPs	861	Glycerol || id:861	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.359058753957599	0.883707933281257	0.711761634907225
Lu BF EU sex combined 5 SNPs	861	Glycerol || id:861	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.0435425872755865	0.157891288709169	0.782720316666504
Lu BF EU sex combined 5 SNPs	861	Glycerol || id:861	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.0529382363817528	0.171714405626277	0.757859892144566
Lu BF EU sex combined 5 SNPs	861	Glycerol || id:861	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.0770774209166019	0.200149902899761	0.719765542795918
Lu BF EU sex combined 5 SNPs	862	Glycoproteins || id:862	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.49713352263934	0.592497529325451	0.0856627213722818
Lu BF EU sex combined 5 SNPs	862	Glycoproteins || id:862	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.262530482321262	0.174304618894923	0.132026344289644
Lu BF EU sex combined 5 SNPs	862	Glycoproteins || id:862	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.0774426362932103	0.176073684614983	0.66005963064081
Lu BF EU sex combined 5 SNPs	862	Glycoproteins || id:862	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.34753813513544	0.205326101981452	0.165783722500209
Lu BF EU sex combined 5 SNPs	863	Glycoprotein acetyls || id:863	Lu BF EU sex combined 5 SNPs	MR Egger	4	-1.61267895884676	1.51171213388976	0.397787782201613
Lu BF EU sex combined 5 SNPs	863	Glycoprotein acetyls || id:863	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.246484003445549	0.230763738819459	0.285465136869088
Lu BF EU sex combined 5 SNPs	863	Glycoprotein acetyls || id:863	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	-0.186771283038574	0.320387290759614	0.559923783129592
Lu BF EU sex combined 5 SNPs	863	Glycoprotein acetyls || id:863	Lu BF EU sex combined 5 SNPs	Weighted mode	4	-0.559493828420812	0.404652687386817	0.260718572528249
Lu BF EU sex combined 5 SNPs	864	Total cholesterol in HDL || id:864	Lu BF EU sex combined 5 SNPs	MR Egger	5	1.15990217292131	1.01109503503387	0.334503793329852
Lu BF EU sex combined 5 SNPs	864	Total cholesterol in HDL || id:864	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.189398782707857	0.153111098054772	0.216086223274165
Lu BF EU sex combined 5 SNPs	864	Total cholesterol in HDL || id:864	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.0304989184064418	0.234252468357033	0.89641073762924
Lu BF EU sex combined 5 SNPs	864	Total cholesterol in HDL || id:864	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.214353245141039	0.182235172758	0.304719926043727
Lu BF EU sex combined 5 SNPs	865	Mean diameter for HDL particles || id:865	Lu BF EU sex combined 5 SNPs	MR Egger	4	2.36630750300878	1.26050669912904	0.2012809593754
Lu BF EU sex combined 5 SNPs	865	Mean diameter for HDL particles || id:865	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.0430273418824024	0.242068528571781	0.858920416223455
Lu BF EU sex combined 5 SNPs	865	Mean diameter for HDL particles || id:865	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	0.206401286633128	0.351522698138399	0.557093924846171
Lu BF EU sex combined 5 SNPs	865	Mean diameter for HDL particles || id:865	Lu BF EU sex combined 5 SNPs	Weighted mode	4	-0.363633557060627	0.408646777905957	0.439100140650688
Lu BF EU sex combined 5 SNPs	866	Histidine || id:866	Lu BF EU sex combined 5 SNPs	MR Egger	4	-0.0390150903007977	1.38882668626096	0.980139787096183
Lu BF EU sex combined 5 SNPs	866	Histidine || id:866	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.18549661340717	0.206949749054009	0.3700730714221
Lu BF EU sex combined 5 SNPs	866	Histidine || id:866	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	-0.10643180551381	0.243173825790147	0.661619803710303
Lu BF EU sex combined 5 SNPs	866	Histidine || id:866	Lu BF EU sex combined 5 SNPs	Weighted mode	4	-0.220345306276513	0.268312964264219	0.471699469448483
Lu BF EU sex combined 5 SNPs	867	Total cholesterol in IDL || id:867	Lu BF EU sex combined 5 SNPs	MR Egger	4	-4.97165520867025	2.16626272315657	0.148653528580552
Lu BF EU sex combined 5 SNPs	867	Total cholesterol in IDL || id:867	Lu BF EU sex combined 5 SNPs	Weighted median	4	0.00934934425616873	0.247636175265828	0.96988353724278
Lu BF EU sex combined 5 SNPs	867	Total cholesterol in IDL || id:867	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	-0.838265312055647	0.646944863244621	0.195068817896776
Lu BF EU sex combined 5 SNPs	867	Total cholesterol in IDL || id:867	Lu BF EU sex combined 5 SNPs	Weighted mode	4	0.196072093781087	0.257158593415683	0.501255449206933
Lu BF EU sex combined 5 SNPs	868	Free cholesterol in IDL || id:868	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.70373937643081	2.50228269332065	0.544795347080265
Lu BF EU sex combined 5 SNPs	868	Free cholesterol in IDL || id:868	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.26711800835186	0.172779005074681	0.122102238412213
Lu BF EU sex combined 5 SNPs	868	Free cholesterol in IDL || id:868	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.371793211250755	0.498779690842389	0.456026515270722
Lu BF EU sex combined 5 SNPs	868	Free cholesterol in IDL || id:868	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.302772393955765	0.168459726106217	0.146698868253349
Lu BF EU sex combined 5 SNPs	869	Total lipids in IDL || id:869	Lu BF EU sex combined 5 SNPs	MR Egger	4	-4.85272467960347	2.35832111560168	0.175872577598924
Lu BF EU sex combined 5 SNPs	869	Total lipids in IDL || id:869	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.0752417260500474	0.262616084785988	0.774488726383343
Lu BF EU sex combined 5 SNPs	869	Total lipids in IDL || id:869	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	-0.851952199333184	0.654104867827872	0.192755645642398
Lu BF EU sex combined 5 SNPs	869	Total lipids in IDL || id:869	Lu BF EU sex combined 5 SNPs	Weighted mode	4	0.152417320833503	0.268045776617961	0.609392773863165
Lu BF EU sex combined 5 SNPs	870	Concentration of IDL particles || id:870	Lu BF EU sex combined 5 SNPs	MR Egger	4	-4.7068500821372	2.43597361097751	0.193047320881319
Lu BF EU sex combined 5 SNPs	870	Concentration of IDL particles || id:870	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.11579350406127	0.26290590018232	0.659620582010174
Lu BF EU sex combined 5 SNPs	870	Concentration of IDL particles || id:870	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	-0.84003842953301	0.649844321561335	0.196122997354024
Lu BF EU sex combined 5 SNPs	870	Concentration of IDL particles || id:870	Lu BF EU sex combined 5 SNPs	Weighted mode	4	0.125007477618572	0.294448936694369	0.699773908958232
Lu BF EU sex combined 5 SNPs	871	Phospholipids in IDL || id:871	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.65503299058153	2.63854631444618	0.574987294658238
Lu BF EU sex combined 5 SNPs	871	Phospholipids in IDL || id:871	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.299838011571522	0.168549417739584	0.0752508538591605
Lu BF EU sex combined 5 SNPs	871	Phospholipids in IDL || id:871	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.385832537334526	0.521576517590775	0.459455998394531
Lu BF EU sex combined 5 SNPs	871	Phospholipids in IDL || id:871	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.328778863794584	0.174387968892481	0.132462996940937
Lu BF EU sex combined 5 SNPs	872	Triglycerides in IDL || id:872	Lu BF EU sex combined 5 SNPs	MR Egger	4	-3.4944327187702	2.73927243202062	0.330198232912223
Lu BF EU sex combined 5 SNPs	872	Triglycerides in IDL || id:872	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.358230334596092	0.258511473441824	0.165825546769747
Lu BF EU sex combined 5 SNPs	872	Triglycerides in IDL || id:872	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	-0.603570593891502	0.603499504343303	0.317253505077578
Lu BF EU sex combined 5 SNPs	872	Triglycerides in IDL || id:872	Lu BF EU sex combined 5 SNPs	Weighted mode	4	-0.310107783286433	0.4849748960042	0.568021829830511
Lu BF EU sex combined 5 SNPs	873	Isoleucine || id:873	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.508009359312079	1.17480163520039	0.694633953780406
Lu BF EU sex combined 5 SNPs	873	Isoleucine || id:873	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.138003197562773	0.172728000903185	0.424312149372457
Lu BF EU sex combined 5 SNPs	873	Isoleucine || id:873	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.00112511834164958	0.230976640086862	0.996113412146794
Lu BF EU sex combined 5 SNPs	873	Isoleucine || id:873	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.369129703842805	0.217816703128928	0.165382875690891
Lu BF EU sex combined 5 SNPs	874	Total cholesterol in large HDL || id:874	Lu BF EU sex combined 5 SNPs	MR Egger	5	1.24974844740624	1.67891917668415	0.510652867592201
Lu BF EU sex combined 5 SNPs	874	Total cholesterol in large HDL || id:874	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.246209168052142	0.172397633847094	0.1532495444164
Lu BF EU sex combined 5 SNPs	874	Total cholesterol in large HDL || id:874	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.128983709379364	0.343130138580345	0.706988878194381
Lu BF EU sex combined 5 SNPs	874	Total cholesterol in large HDL || id:874	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.24911930148329	0.158488455670581	0.191086105320392
Lu BF EU sex combined 5 SNPs	875	Cholesterol esters in large HDL || id:875	Lu BF EU sex combined 5 SNPs	MR Egger	4	2.96627128326251	1.53161878338077	0.192398334280962
Lu BF EU sex combined 5 SNPs	875	Cholesterol esters in large HDL || id:875	Lu BF EU sex combined 5 SNPs	Weighted median	4	-0.0246541816732835	0.243247678111377	0.919269266648919
Lu BF EU sex combined 5 SNPs	875	Cholesterol esters in large HDL || id:875	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	4	0.322820994878076	0.429020189301664	0.451773826904506
