metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
mvldlfc	4450	0.00518042075322728	0.000473219729577062	1.53623954311108e-27	0.00425291008325624	0.00610793142319832	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mvldltg	4450	0.0236543395809365	0.00209700025089826	4.08002140842145e-29	0.0195442190891759	0.0277644600726971	Triglycerides in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlp	4450	1.17056442801548e-09	1.08835706363625e-10	1.18731580774472e-26	9.57246443542775e-10	1.38388241248819e-09	Concentration of small VLDL particles (mol/l)	Lipoprotein subclasses	Small VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldll	4450	0.0244537833790325	0.00217804152378353	7.29251054049513e-29	0.0201848219924168	0.0287227447656482	Total lipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlpl	4450	0.00453778894887492	0.000435364729785477	3.78906831723026e-25	0.00368447407849538	0.00539110381925445	Phospholipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlc	4450	0.00869110991446609	0.000804346735140829	7.00213455846014e-27	0.00711459031359007	0.0102676295153421	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlce	4450	0.00570622183153423	0.000548129666445851	4.31240500925729e-25	0.00463188768530036	0.0067805559777681	Cholesterol esters in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlfc	4450	0.00298162839919536	0.000294599881892134	8.0693029798632e-24	0.00240421263068678	0.00355904416770394	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldltg	4450	0.0112159178815396	0.00110303802210024	5.02779383450116e-24	0.00905396335822313	0.0133778724048561	Triglycerides in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlp	4450	4.97926794576908e-10	8.79572581014014e-11	1.59958751728063e-08	3.25530568698161e-10	6.70323020455655e-10	Concentration of very small VLDL particles (mol/l)	Lipoprotein subclasses	Very Small VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldll	4450	0.00887886543495371	0.00138602251900098	1.6488052863282e-10	0.00616226129771179	0.0115954695721956	Total lipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlpl	4450	0.00174111209581324	0.000465884855935817	0.000188407030962255	0.000827977778179039	0.00265424641344744	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlc	4450	0.0046875163389309	0.000849308874754499	3.59895405115134e-08	0.00302287094441208	0.00635216173344972	Total cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlce	4450	0.00387911359522724	0.000584517939046519	3.59916220421085e-11	0.00273345843469606	0.00502476875575842	Cholesterol esters in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlfc	4450	0.000811266224109369	0.000299345580880334	0.006751452521301	0.000224548885583914	0.00139798356263482	Free cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldltg	4450	0.00245003976301208	0.000366819444493123	2.69946637900041e-11	0.00173107365180556	0.0031690058742186	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlp	4450	4.20450928408789e-10	2.65270425487497e-10	0.113039794405325	-9.94791055467052e-11	9.40380962364283e-10	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idll	4450	0.00745690031438335	0.00341378622899803	0.0289887026616119	0.000765879305547211	0.0141479213232195	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlpl	4450	0.000733829312878747	0.00091937424179629	0.424806684560144	-0.00106814420104198	0.00253580282679948	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlc	4450	0.00677813674426342	0.00231459263099679	0.00342402728696299	0.00224153518750971	0.0113147383010171	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlce	4450	0.00688771413861791	0.00163662065084498	2.62149672596077e-05	0.00367993766296175	0.0100954906142741	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlfc	4450	-0.000106188944909598	0.000720701112172359	0.882869422221231	-0.00151876312476742	0.00130638523494823	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idltg	4450	-6.04754854928483e-05	0.000391733303245959	0.87731774013989	-0.000828272759854928	0.000707321788869231	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlp	4450	7.06013739143686e-10	4.99182078428927e-10	0.157331824250688	-2.72383134577011e-10	1.68441061286438e-09	Concentration of large LDL particles (mol/l)	Lipoprotein subclasses	Large LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldll	4450	0.0078994543429462	0.00435158314573223	0.0695442942495791	-0.000629648622688972	0.0164285573085814	Total lipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlpl	4450	0.00229241188331662	0.00088625145327781	0.00972322327217121	0.000555359034892112	0.00402946473174113	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlc	4450	0.0061985553296293	0.00317751079958898	0.0511485808869634	-2.93658375651006e-05	0.0124264764968237	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlce	4450	0.00606821419992269	0.00238538620359946	0.0109954232744628	0.00139285724086775	0.0107435711589776	Cholesterol esters in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlfc	4450	0.000131019265552881	0.000802754580904015	0.870358856282117	-0.00144237971301899	0.00170441824412475	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldltg	4450	-0.000595276150359896	0.000437392081813213	0.173593155720295	-0.00145256463071379	0.000262012329994001	Triglycerides in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlp	4450	8.70226744008916e-10	4.38542793242455e-10	0.0472771397271336	1.06828692537043e-11	1.72977061876413e-09	Concentration of medium LDL particles (mol/l)	Lipoprotein subclasses	Medium LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldll	4450	0.00582389209315125	0.00269534634251249	0.0307701489577891	0.00054101326182677	0.0111067709244757	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlpl	4450	0.00225563581082037	0.000507331676006042	8.95854380241726e-06	0.00126126572584853	0.00325000589579221	Phospholipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlc	4450	0.00404475226576628	0.00201578404284565	0.0448590883501632	9.38155417888062e-05	0.00799568898974375	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlce	4450	0.00351578107568683	0.00165777036074465	0.0339947986860295	0.000266551168627316	0.00676501098274634	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlfc	4450	0.000525816095487202	0.000374272510865534	0.160120397906038	-0.000207758025809245	0.00125939021678365	Free cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldltg	4450	-0.000479671285252542	0.000288181056420231	0.0960872629874524	-0.00104450615583619	8.51635853311108e-05	Triglycerides in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlp	4450	9.09879198781713e-10	4.7830910052166e-10	0.0571987725876051	-2.76066382407405e-11	1.84736503580417e-09	Concentration of small LDL particles (mol/l)	Lipoprotein subclasses	Small LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldll	4450	0.00394671128338811	0.00171364800622998	0.0213188970001186	0.00058796119117735	0.00730546137559887	Total lipids in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlpl	4450	0.0012620319076813	0.000354442381590633	0.000373864769078199	0.000567324839763659	0.00195673897559894	Phospholipids in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlc	4450	0.00228935911306587	0.00126778166915602	0.0710173497020048	-0.000195492958479929	0.00477421118461167	Total cholesterol in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlce	4450	0.00187601457309214	0.00107716930568353	0.0816449694442889	-0.000235237266047578	0.00398726641223186	Cholesterol esters in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlfc	4450	0.00041354307551356	0.000231054045396066	0.0735523605210517	-3.93228534627293e-05	0.000866409004489849	Free cholesterol in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldltg	4450	0.000397784240681435	0.000174475350137018	0.0226615100883977	5.58125544128797e-05	0.00073975592694999	Triglycerides in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlp	4450	-1.70252290866478e-08	2.23214772376126e-09	2.91425512458793e-14	-2.14002386252199e-08	-1.26502195480757e-08	Concentration of very large HDL particles (mol/l)	Lipoprotein subclasses	Very large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdll	4450	-0.0203864971552628	0.00268618701871933	3.89252395452077e-14	-0.0256514237119527	-0.0151215705985729	Total lipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlpl	4450	-0.0121332814535756	0.00144743913491423	6.86915943596618e-17	-0.0149702621580075	-0.00929630074914371	Phospholipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlc	4450	-0.0083965389563747	0.00127539038239944	5.12812529441729e-11	-0.0108963041058776	-0.0058967738068718	Total cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlce	4450	-0.00577021255561537	0.000922569488992428	4.36307509751685e-10	-0.00757844875404053	-0.00396197635719021	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlfc	4450	-0.00262425585245526	0.000367925098183748	1.14460575985626e-12	-0.00334538904489541	-0.00190312266001511	Free cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdltg	4450	0.000145465078091462	9.98825434281423e-05	0.145363392321324	-5.03047070276969e-05	0.000341234863210621	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlp	4450	-4.01248149988094e-08	4.42618423028861e-09	1.82462584917039e-19	-4.88001360901751e-08	-3.14494939074437e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdll	4450	-0.0308510509915004	0.00335924541595092	6.22934081284624e-20	-0.0374351720067642	-0.0242669299762366	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlpl	4450	-0.0128448455911999	0.00148458622355002	6.96086220278745e-18	-0.0157546345893579	-0.00993505659304186	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlc	4450	-0.0181453549208406	0.00186085993130779	3.04610773614149e-22	-0.0217926403862039	-0.0144980694554773	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlce	4450	-0.0142392486736586	0.00146089769262216	3.17023522240173e-22	-0.017102608151198	-0.0113758891961192	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlfc	4450	-0.00390702434391997	0.000402248603994682	4.39587897959482e-22	-0.00469543160774955	-0.00311861708009039	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdltg	4450	0.00013695552588886	6.73672011184191e-05	0.0421148329330651	4.91581169675858e-06	0.000268995240080961	Triglycerides in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mhdlp	4450	-1.02227664505738e-09	3.28703827902715e-09	0.755813417954021	-7.46487167195059e-09	5.42031838183583e-09	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mhdll	4450	-0.00234104224133231	0.00166563516506363	0.15994397777955	-0.00560568716485702	0.000923602682192405	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mhdlpl	4450	-0.0013187226576133	0.00091193348946197	0.14822716702722	-0.00310611229695876	0.000468666981732161	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mhdlc	4450	-0.00271471849035491	0.000788835621849942	0.000583992710504364	-0.0042608363091808	-0.00116860067152902	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mhdlce	4450	-0.00244116976268476	0.000650781542435507	0.000178278313133984	-0.00371670158585835	-0.00116563793951117	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
