id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Hubel BF EU sex combined 76 SNPs	846	3-hydroxybutyrate || id:846	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.00466982976847801	0.00837085122269165	0.57693454562161	Lipid	3-hydroxybutyrate
Hubel BF EU sex combined 76 SNPs	846	3-hydroxybutyrate || id:846	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.00169237063850758	0.0237634225678202	0.943419435343876	Lipid	3-hydroxybutyrate
Hubel BF EU sex combined 76 SNPs	847	Average number of methylene groups per double bond || id:847	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0251011613872498	0.0399813191268793	0.532106657225022	Metabolites ratio	Average number of methylene groups per double bond
Hubel BF EU sex combined 76 SNPs	847	Average number of methylene groups per double bond || id:847	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.00586017405808746	0.015599630111798	0.707168867941649	Metabolites ratio	Average number of methylene groups per double bond
Hubel BF EU sex combined 76 SNPs	847	Average number of methylene groups per double bond || id:847	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.0199516012901328	0.0101485232897835	0.049303112447674	Metabolites ratio	Average number of methylene groups per double bond
Hubel BF EU sex combined 76 SNPs	847	Average number of methylene groups per double bond || id:847	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.000360355580408644	0.026299903329829	0.989105278752414	Metabolites ratio	Average number of methylene groups per double bond
Hubel BF EU sex combined 76 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0279846226248046	0.0353221453491978	0.430806834589225	Fatty acid	Average number of methylene groups in a fatty acid chain
Hubel BF EU sex combined 76 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0209697218110178	0.0138834193918558	0.130937620255338	Fatty acid	Average number of methylene groups in a fatty acid chain
Hubel BF EU sex combined 76 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.014797961849925	0.00898294731266827	0.0994883308751761	Fatty acid	Average number of methylene groups in a fatty acid chain
Hubel BF EU sex combined 76 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0163198809997117	0.0254375172914119	0.523163517296873	Fatty acid	Average number of methylene groups in a fatty acid chain
Hubel BF EU sex combined 76 SNPs	849	Citrate || id:849	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0173524410171552	0.0338822031009233	0.610120252717082	Energy	Citrate
Hubel BF EU sex combined 76 SNPs	849	Citrate || id:849	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.00833612387829234	0.0125790151895077	0.507522174461277	Energy	Citrate
Hubel BF EU sex combined 76 SNPs	849	Citrate || id:849	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.00805538364846659	0.00889690320727067	0.365245927358777	Energy	Citrate
Hubel BF EU sex combined 76 SNPs	849	Citrate || id:849	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.00865701575539018	0.0230208095711861	0.707969096333461	Energy	Citrate
Hubel BF EU sex combined 76 SNPs	850	Creatinine || id:850	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.00987382464214772	0.0317629579739847	0.756805439241712	Amino acid	Creatinine
Hubel BF EU sex combined 76 SNPs	850	Creatinine || id:850	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.00284939647574788	0.013123876913898	0.828118371771531	Amino acid	Creatinine
Hubel BF EU sex combined 76 SNPs	850	Creatinine || id:850	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.00268385259883609	0.00830938071889319	0.746702294006971	Amino acid	Creatinine
Hubel BF EU sex combined 76 SNPs	850	Creatinine || id:850	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.00591954949925885	0.0240348744446538	0.806148962993159	Amino acid	Creatinine
Hubel BF EU sex combined 76 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0133311563639834	0.0373644745125465	0.722294848443908	Fatty acid	Average number of double bonds in a fatty acid chain
Hubel BF EU sex combined 76 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.00679863312569667	0.0152414194967977	0.655551747188848	Fatty acid	Average number of double bonds in a fatty acid chain
Hubel BF EU sex combined 76 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.0133292444136275	0.00934498063990074	0.153766373004678	Fatty acid	Average number of double bonds in a fatty acid chain
Hubel BF EU sex combined 76 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.000240941755057622	0.025053950772959	0.992353162488979	Fatty acid	Average number of double bonds in a fatty acid chain
Hubel BF EU sex combined 76 SNPs	852	22:6, docosahexaenoic acid || id:852	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.01943776795144	0.0478200821593017	0.685597785264175	Fatty acid	22:6, docosahexaenoic acid
Hubel BF EU sex combined 76 SNPs	852	22:6, docosahexaenoic acid || id:852	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.00472953580103816	0.0163935352503409	0.772963989364979	Fatty acid	22:6, docosahexaenoic acid
Hubel BF EU sex combined 76 SNPs	852	22:6, docosahexaenoic acid || id:852	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.00512829058756381	0.012536972459352	0.682500509696405	Fatty acid	22:6, docosahexaenoic acid
Hubel BF EU sex combined 76 SNPs	852	22:6, docosahexaenoic acid || id:852	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0597767406385913	0.0423725495859519	0.162568007757672	Fatty acid	22:6, docosahexaenoic acid
Hubel BF EU sex combined 76 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0859048300392884	0.0451110081360342	0.06086695558063	Lipid	Free cholesterol to esterified cholesterol ratio
Hubel BF EU sex combined 76 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.00374769995156051	0.0157770570294362	0.812237015138915	Lipid	Free cholesterol to esterified cholesterol ratio
Hubel BF EU sex combined 76 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	6.25411891800315e-05	0.0121363390650166	0.99588834588938	Lipid	Free cholesterol to esterified cholesterol ratio
Hubel BF EU sex combined 76 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.00833773882065714	0.031365010278209	0.791120002557357	Lipid	Free cholesterol to esterified cholesterol ratio
Hubel BF EU sex combined 76 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0281414502548389	0.0400267418395176	0.484281676772423	Fatty acid	Description of average fatty acid chain length, not actual carbon number
Hubel BF EU sex combined 76 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.00490718090204387	0.0152185945519337	0.747114543744274	Fatty acid	Description of average fatty acid chain length, not actual carbon number
Hubel BF EU sex combined 76 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.00184932204584521	0.00932080754082459	0.842725920606593	Fatty acid	Description of average fatty acid chain length, not actual carbon number
Hubel BF EU sex combined 76 SNPs	854	Description of average fatty acid chain length, not actual carbon number || id:854	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.00610120132068448	0.0285681989645452	0.831480721964963	Fatty acid	Description of average fatty acid chain length, not actual carbon number
Hubel BF EU sex combined 76 SNPs	855	Omega-3 fatty acids || id:855	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0168374902283076	0.0476626717557093	0.724923008946238	Fatty acid	Omega-3 fatty acids
Hubel BF EU sex combined 76 SNPs	855	Omega-3 fatty acids || id:855	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.012167534632302	0.0159658843661983	0.446002784022563	Fatty acid	Omega-3 fatty acids
Hubel BF EU sex combined 76 SNPs	855	Omega-3 fatty acids || id:855	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.00128081399953041	0.0125232192015978	0.918538287069252	Fatty acid	Omega-3 fatty acids
Hubel BF EU sex combined 76 SNPs	855	Omega-3 fatty acids || id:855	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0557260988091517	0.0410590161964751	0.178892985782754	Fatty acid	Omega-3 fatty acids
Hubel BF EU sex combined 76 SNPs	856	Omega-6 fatty acids || id:856	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0572064451440279	0.044310177887238	0.200817893146282	Fatty acid	Omega-6 fatty acids
Hubel BF EU sex combined 76 SNPs	856	Omega-6 fatty acids || id:856	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.00696988681650118	0.016424892592623	0.671311305682817	Fatty acid	Omega-6 fatty acids
Hubel BF EU sex combined 76 SNPs	856	Omega-6 fatty acids || id:856	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.00337248649774864	0.0117880757797478	0.774806858107165	Fatty acid	Omega-6 fatty acids
Hubel BF EU sex combined 76 SNPs	856	Omega-6 fatty acids || id:856	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0212069835446528	0.0296221839600585	0.476327344222164	Fatty acid	Omega-6 fatty acids
Hubel BF EU sex combined 76 SNPs	857	Omega-7, omega-9 and saturated fatty acids || id:857	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0126617470329707	0.0400677110982879	0.752910137186422	Fatty acid	Omega-7, omega-9 and saturated fatty acids
Hubel BF EU sex combined 76 SNPs	857	Omega-7, omega-9 and saturated fatty acids || id:857	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0340494063247404	0.0164187267656798	0.0380964702056293	Fatty acid	Omega-7, omega-9 and saturated fatty acids
Hubel BF EU sex combined 76 SNPs	857	Omega-7, omega-9 and saturated fatty acids || id:857	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.0116841110846831	0.0104992211300302	0.265770694894892	Fatty acid	Omega-7, omega-9 and saturated fatty acids
Hubel BF EU sex combined 76 SNPs	857	Omega-7, omega-9 and saturated fatty acids || id:857	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0404057551588406	0.0297431354559185	0.178491529750875	Fatty acid	Omega-7, omega-9 and saturated fatty acids
Hubel BF EU sex combined 76 SNPs	858	Free cholesterol || id:858	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0157618849013834	0.0445813051605014	0.724706543639038	Lipid	Free cholesterol
Hubel BF EU sex combined 76 SNPs	858	Free cholesterol || id:858	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0278398258372033	0.0162518631636883	0.086708190105227	Lipid	Free cholesterol
Hubel BF EU sex combined 76 SNPs	858	Free cholesterol || id:858	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.0130646408575164	0.0117182498740037	0.264894590683401	Lipid	Free cholesterol
Hubel BF EU sex combined 76 SNPs	858	Free cholesterol || id:858	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0451574986184627	0.0296540899302198	0.132127042350522	Lipid	Free cholesterol
Hubel BF EU sex combined 76 SNPs	859	Glucose || id:859	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0208814555455117	0.0305497673219518	0.496470535016781	Carbohydrate	Glucose
Hubel BF EU sex combined 76 SNPs	859	Glucose || id:859	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0211544563545679	0.012131863890432	0.0812096136658217	Carbohydrate	Glucose
Hubel BF EU sex combined 76 SNPs	859	Glucose || id:859	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.0125217107917324	0.00794146952904839	0.114853097917933	Carbohydrate	Glucose
Hubel BF EU sex combined 76 SNPs	859	Glucose || id:859	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0365466631473049	0.0221554014925389	0.103329879075484	Carbohydrate	Glucose
Hubel BF EU sex combined 76 SNPs	860	Glutamine || id:860	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0123507621317587	0.036067844335303	0.73302390482141	Amino acid	Glutamine
Hubel BF EU sex combined 76 SNPs	860	Glutamine || id:860	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.0159507462997819	0.0120627848201598	0.186064797827257	Amino acid	Glutamine
Hubel BF EU sex combined 76 SNPs	860	Glutamine || id:860	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.0190761865555466	0.0094734548032285	0.0440466890006518	Amino acid	Glutamine
Hubel BF EU sex combined 76 SNPs	860	Glutamine || id:860	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.0162379259670192	0.022168596418216	0.46622450600489	Amino acid	Glutamine
Hubel BF EU sex combined 76 SNPs	861	Glycerol || id:861	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.00517316478136554	0.0339881342915988	0.879450940585226	Lipid	Glycerol
Hubel BF EU sex combined 76 SNPs	861	Glycerol || id:861	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0171026665569657	0.0125459858250761	0.172820022682183	Lipid	Glycerol
Hubel BF EU sex combined 76 SNPs	861	Glycerol || id:861	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.0121185986268871	0.00807039288022021	0.133197347758665	Lipid	Glycerol
Hubel BF EU sex combined 76 SNPs	861	Glycerol || id:861	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0212242668462569	0.024734025676415	0.393645946533347	Lipid	Glycerol
Hubel BF EU sex combined 76 SNPs	862	Glycoproteins || id:862	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0532987705778993	0.0348384444150393	0.130427418107061	Protein	Glycoproteins
Hubel BF EU sex combined 76 SNPs	862	Glycoproteins || id:862	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.0074696487246888	0.0142970404366413	0.601349263209151	Protein	Glycoproteins
Hubel BF EU sex combined 76 SNPs	862	Glycoproteins || id:862	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.00346135645709423	0.0093202926812073	0.710355625587594	Protein	Glycoproteins
Hubel BF EU sex combined 76 SNPs	862	Glycoproteins || id:862	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.0427625868222219	0.0329514522771623	0.198460700954964	Protein	Glycoproteins
Hubel BF EU sex combined 76 SNPs	863	Glycoprotein acetyls || id:863	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0770061652258995	0.0336982840047526	0.0252506057584628	Protein	Glycoprotein acetyls
Hubel BF EU sex combined 76 SNPs	863	Glycoprotein acetyls || id:863	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0291667056829269	0.01294615908873	0.0242639746268259	Protein	Glycoprotein acetyls
Hubel BF EU sex combined 76 SNPs	863	Glycoprotein acetyls || id:863	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.0403059395711871	0.00892279504234641	6.26663678236317e-06	Protein	Glycoprotein acetyls
Hubel BF EU sex combined 76 SNPs	863	Glycoprotein acetyls || id:863	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.022929088813467	0.0386605936061065	0.55495608782125	Protein	Glycoprotein acetyls
Hubel BF EU sex combined 76 SNPs	864	Total cholesterol in HDL || id:864	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0971903621540605	0.0458372254416398	0.0374238036619272	Lipid	Total cholesterol in HDL
Hubel BF EU sex combined 76 SNPs	864	Total cholesterol in HDL || id:864	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.0316691779376587	0.0141768469572794	0.0254918841665626	Lipid	Total cholesterol in HDL
Hubel BF EU sex combined 76 SNPs	864	Total cholesterol in HDL || id:864	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.0143229281989187	0.0122635712306874	0.24283712516619	Lipid	Total cholesterol in HDL
Hubel BF EU sex combined 76 SNPs	864	Total cholesterol in HDL || id:864	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.0484595736625059	0.0254719812551436	0.061054845940043	Lipid	Total cholesterol in HDL
Hubel BF EU sex combined 76 SNPs	865	Mean diameter for HDL particles || id:865	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0963327935051734	0.0444378163190526	0.033479941358593	Lipid	Mean diameter for HDL particles
Hubel BF EU sex combined 76 SNPs	865	Mean diameter for HDL particles || id:865	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.022447921767993	0.0144096740693863	0.119271919835347	Lipid	Mean diameter for HDL particles
Hubel BF EU sex combined 76 SNPs	865	Mean diameter for HDL particles || id:865	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.018981221336451	0.0119172333018753	0.111215382074172	Lipid	Mean diameter for HDL particles
Hubel BF EU sex combined 76 SNPs	865	Mean diameter for HDL particles || id:865	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.0150433760137696	0.0260150338704521	0.564870298638918	Lipid	Mean diameter for HDL particles
Hubel BF EU sex combined 76 SNPs	866	Histidine || id:866	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.038829556383198	0.0353441213293615	0.275596544886724	Amino acid	Histidine
Hubel BF EU sex combined 76 SNPs	866	Histidine || id:866	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.0273725718692236	0.0137545645811782	0.0465830205295913	Amino acid	Histidine
Hubel BF EU sex combined 76 SNPs	866	Histidine || id:866	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.0212670958945272	0.00929010100952242	0.0220665052255152	Amino acid	Histidine
Hubel BF EU sex combined 76 SNPs	866	Histidine || id:866	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	-0.0362146815656295	0.0228615318246157	0.117496592173974	Amino acid	Histidine
Hubel BF EU sex combined 76 SNPs	867	Total cholesterol in IDL || id:867	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0548107276842455	0.0413069045982697	0.188729865466284	Lipid	Total cholesterol in IDL
Hubel BF EU sex combined 76 SNPs	867	Total cholesterol in IDL || id:867	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0181979602129232	0.0141768977923493	0.199269746392032	Lipid	Total cholesterol in IDL
Hubel BF EU sex combined 76 SNPs	867	Total cholesterol in IDL || id:867	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.01404268969762	0.0110652300365808	0.204411644364062	Lipid	Total cholesterol in IDL
Hubel BF EU sex combined 76 SNPs	867	Total cholesterol in IDL || id:867	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0350426567288619	0.0275806869004773	0.207922956493677	Lipid	Total cholesterol in IDL
Hubel BF EU sex combined 76 SNPs	868	Free cholesterol in IDL || id:868	Hubel BF EU sex combined 76 SNPs	MR Egger	74	-0.0503021807948457	0.0391020181935631	0.202412711288576	Lipid	Free cholesterol in IDL
Hubel BF EU sex combined 76 SNPs	868	Free cholesterol in IDL || id:868	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0186972031994501	0.0130490499608047	0.15190351348704	Lipid	Free cholesterol in IDL
